id,statement,binary_label,subject,speaker
9226.json,"Last election, the Koch brothers spent three times what the top 10 unions spent combined.",True,campaign-finance,doonesbury
8777.json,Obama unilaterally announced he was delaying employer mandate through a blog post by a mid-level bureaucrat at the Department of Treasury.,True,"corrections-and-updates,health-care,legal-issues,taxes",ted-cruz
525.json,"John McCain says he never supported the privatization of Social Security, even though video shows he did.",True,social-security,democratic-national-committee
2846.json,"Because of (U.S. Sen.-elect Ron) Johnsons leadership, Senate Republicans adopted a caucus ban on earmarks.",True,"federal-budget,job-accomplishments",republican-party-wisconsin
3061.json,"Every dropout costs us $72,000 for the life of that person.",True,"economy,education,taxes",robert-flanders
8001.json,"Most Americans want traditional marriage, as defined by the Defense of Marriage Act.",False,"families,gays-and-lesbians",bill-johnson
7645.json,"In 2012, 1 in 4 Wisconsin schools had a subpar score on the Department of Public Instructions recent report cards and are failing the children they serve.",False,"education,state-budget",robin-vos
1706.json,Dubai is the only country with huge amounts of imported workers that's actually passed legislation to give these immigrant workers a better deal in the Middle East.,False,"human-rights,immigration,israel,abc-news-week",bill-clinton
12018.json,"NAFTA, supported by the Secretary (Clinton), cost us 800,000 jobs nationwide.",False,"jobs,trade",bernie-s
1646.json,"Cuba wants to let the Chinese drill in some of the very parts of the gulf that American producers are currently forbidden to touch, as close as 45 miles off the Florida coast.",True,energy,cliff-stearns
3532.json,On running for Senate if Jim Webb retires.,True,elections,tim-kaine
3862.json,"Democratic Reps. Cicilline, Boswell, Carnahan and Critz demanded that Congress vote to increase the nations debt limit without making any spending cuts.",False,"deficit,federal-budget",national-republican-congressional-committee
10489.json,One Texas city has a law that says that women can only have six dildos.,False,"sexuality,states,supreme-court",alcee-hastings
4132.json,The Florida Legislature has not filed a lawsuit to fight Amendments 5 and 6.,False,redistricting,alan-hays
7121.json,"When you look at the number of crashes before the cameras were installed compared to after, theyre virtually the same.",True,"public-safety,transportation",steve-acenbrak
10260.json,Our median income here in Providence is the same as the median income in Mississippi.,True,"economy,income,poverty",jorge-elorza
1426.json,U.S. Sen. Kay Bailey Hutchison voted to continue Roe v. Wade.,True,abortion,rick-perry
5092.json,Paul Ryans Medicare plan provides pretty much the same coverage that members of Congress receive.,False,"congress,medicare,new-hampshire-2012",rick-santorum
12651.json,"Rather than work to secure the border, (Marco Rubio) supported Obamas amnesty plan for illegal immigrants.",False,immigration,carlos-beruff
13156.json,Says Hillary Clinton gave up 20 percent of Americas uranium supply to Russia.,False,"energy,foreign-policy,military,nuclear",donald-trump
11787.json,"Fifty years ago, the average GM employee could pay for a year of a son or daughters college tuition on just two weeks wages.",True,"corporations,corrections-and-updates,education,income,workers",martin-omalley
8122.json,"On average, college students are taking six years to get a four-year degree.",True,"debt,education,jobs",ron-johnson
4536.json,"When it comes to being effective at creating jobs (Chris Christie has not had) a record of governing for effectiveness. ... Last year, New Jersey created no net new jobs.",True,"jobs,states",martin-omalley
11767.json,Says Hillary Clinton called Barack Obama naive for saying he was would sit down and talk to the Iranians during the 2008 Democratic primary.,True,"foreign-policy,nuclear",bernie-s
6868.json,"In Romneys first budget (in Massachusetts), he cut $248.7 million from K-12 education.",True,"candidates-biography,education,state-budget",barack-obama
2496.json,We now have our kids go to school about a month less than most other advanced countries.,True,education,barack-obama
2120.json,"Says his office has already recovered over $2 billion from Wall Street for the workers, retirees, and investors who were harmed.",True,government-efficiency,richard-cordray
13422.json,I had the longest judicial vacancy in the history of the United States.,True,"candidates-biography,history,job-accomplishments,legal-issues,supreme-court",richard-burr
10653.json,"Says Gov. Scott Walkers proposed reduction in university spending is about the size of the one under Democratic Gov. Jim Doyle, but Democrats didnt treat Doyles cut as so dire.",True,education,robin-vos
1792.json,"Says that when he first ran for office in the late 1980s, there were still folks who didnt have phone service. Soon Id helped ensure that everyone in North Florida could access a dial tone.",True,"elections,message-machine",allen-boyd
10719.json,This years state budget and my spending proposal for Fiscal Year 2016 represent an infusion of more than $1 billion in additional money for K-12 education.,True,"education,state-budget,state-finances",nathan-deal
3338.json,Says the high-speed rail project provides short-term jobs.,True,"jobs,stimulus,transportation",rick-scott
8796.json,"During my administration, funding for education has increased by over $930 million.",True,"education,state-budget",nathan-deal
12047.json,"As a legislator, (Marco Rubio) flipped on a key vote after making a quick $200,000 from selling the house to the mother of the bills lobbyist.",False,"candidates-biography,ethics",donald-trump
5967.json,Says he fought for the repeal of a septic tank inspection program after Tallahassee pulled a fast one.,False,"environment,message-machine-2012",don-gaetz
10194.json,One-hundred times as many people worked their way from poverty into the American middle class during his presidency compared to Ronald Reagans presidency.,False,"economy,job-accomplishments,jobs,poverty,workers",bill-clinton
6038.json,The new Hartsfield-Jackson international terminal was on time and on budget.,False,transportation,kasim-reed
9828.json,"Scott Walker has given a $10,000 tax deduction to millionaires who send their kids to exclusive private schools.",False,"education,income,taxes,wealth",wisconsin-state-afl-cio
4554.json,We have a $2 trillion to $3 trillion infrastructure deficit. Weve got work that needs to get done. Weve got people that want to go to work.,True,"economy,infrastructure,jobs",tim-ryan
5390.json,The cost ofa gas tank fill-up has risen$30 sinceBarack Obama became president.,True,"energy,gas-prices",george-allen
6762.json,College tuition costs have risen by 25 percent under the Democrats.,False,"education,message-machine-2012",mitt-romney
1675.json,"Obama said troops ""whine about bearing the costs"" of going to war.",False,"military,veterans",chain-email
12639.json,Says Donald Trumps position isto roll back all of the financial regulations passed after the financial crisis.,True,financial-regulation,elizabeth-warren
3340.json,Says Rep. Paul Ryans budget roadmap doesnt balance the budget until the 2060s and adds an unthinkable $62 trillion to the national debt between now and then.,True,"deficit,federal-budget",matt-miller
